date,accident_type,plane_type,operator,fatalities,category,first_flight,phase,nature
17-JUL-2014,Airplane - Airframe,Boeing 777-2H6ER,Malaysia Airlines,298,C1,1997-07-17,En route (ENR),International Scheduled Passenger
22-JUL-2014,Airplane - Airframe,Embraer EMB-110P1 Bandeirante,Aeromás,0,A2,1982,Takeoff (TOF),Cargo
13-APR-2015,Airplane - Airframe,Swearingen SA226-TC Metro II,Carson Air,2,A1,1977,En route (ENR),Cargo
23-JUL-2015,Airplane - Airframe,IAI 1125 Astra,Mountain Air Services,0,A2,1986,Initial climb (ICL),Executive
18-JAN-2016,Airplane - Airframe,Cessna 525 CitationJet,Private,2,A1,1999,En route (ENR),Private
05-DEC-2016,Airplane - Airframe,Swearingen SA227-AC Metro III,Key Lime Air,1,A1,1990,En route (ENR),Cargo
15-APR-1966,Airplane - Airframe - Cargo door,Lockheed CC-130B Hercules,RCAF,0,A1,1960,En route (ENR),Military
12-JUN-1972,Airplane - Airframe - Cargo door,DC-10-10,American Airlines,0,A2,1971,En route (ENR),Domestic Scheduled Passenger
03-MAR-1974,Airplane - Airframe - Cargo door,DC-10-10,THY,346,A1,1972,En route (ENR),International Scheduled Passenger
04-APR-1975,Airplane - Airframe - Cargo door,Lockheed C-5A Galaxy,USAF,138,A1,,En route (ENR),Military
26-JUN-1981,Airplane - Airframe - Cargo door,Hawker Siddeley HS-748,Dan-Air Services,3,A1,1964,En route (ENR),Cargo
18-MAR-1989,Airplane - Airframe - Cargo door,DC-9-33RC,Evergreen International,2,A1,1968,Approach (APR),Cargo
14-JUL-1989,Airplane - Airframe - Cargo door,DC-8-63F,TAMPA Colombia,0,A2,1969,Takeoff (TOF),Cargo
13-OCT-1992,Airplane - Airframe - Cargo door,Antonov An-124-100,Antonov Design Bureau,8,A1,1984,Maneuvering (MNV),Test
15-DEC-1994,Airplane - Airframe - Cargo door,Beech 1900D,"United Express, opb Mesa Airlines",0,A2,,Takeoff (TOF),Domestic Scheduled Passenger
28-JUL-1999,Airplane - Airframe - Cargo door,Hawker Siddeley HS-748,Air Espace,0,A2,1967,En route (ENR),Domestic Scheduled Passenger
28-AUG-2001,Airplane - Airframe - Cargo door,Dassault Falcon 20C,Grand Aire Express,0,A1,1967,Landing (LDG),Cargo
24-AUG-2003,Airplane - Airframe - Cargo door,Let L-410UVP-E3,Tropical Airways,21,A1,1987,Approach (APR),Domestic Scheduled Passenger
12-JAN-2007,Airplane - Airframe - Cargo door,Cessna 525 CitationJet,SunQuest,2,A1,1996,Initial climb (ICL),Ferry/positioning
06-MAY-1949,Airplane - Airframe - Fuselage,Bristol 170 Freighter 31,Bristol,7,A1,,Maneuvering (MNV),Test
07-FEB-1951,Airplane - Airframe - Fuselage,Fairchild R4Q-1 Flying Boxcar (C-11,USMC,9,A1,,En route (ENR),Military
14-FEB-1953,Airplane - Airframe - Fuselage,Douglas DC-6,National Airlines,46,A1,1947,En route (ENR),Domestic Scheduled Passenger
02-MAY-1953,Airplane - Airframe - Fuselage,de Havilland DH-106 Comet 1,BOAC,43,A1,1952-04-09,En route (ENR),International Scheduled Passenger
10-JAN-1954,Airplane - Airframe - Fuselage,de Havilland DH-106 Comet 1,BOAC,35,A1,1951-01-09,En route (ENR),International Scheduled Passenger
08-APR-1954,Airplane - Airframe - Fuselage,de Havilland DH-106 Comet 1,"BOAC, op.for South African Airways",21,A1,1952-09-10,En route (ENR),International Scheduled Passenger
29-MAR-1959,Airplane - Airframe - Fuselage,Douglas C-47A (DC-3),Indian Airlines,24,A1,1944,En route (ENR),Domestic Scheduled Passenger
10-MAY-1961,Airplane - Airframe - Fuselage,Lockheed L-1649A Starliner,Air France,78,C1,1957,En route (ENR),International Scheduled Passenger
03-JUN-1963,Airplane - Airframe - Fuselage,Douglas DC-3 Hiper,Indian Airlines,29,A1,1944,En route (ENR),Domestic Scheduled Passenger
17-MAR-1965,Airplane - Airframe - Fuselage,Handley Page HPR-7 Herald 202,Eastern Provincial Airways,8,A1,1962-03-02,En route (ENR),Domestic Scheduled Passenger
10-APR-1965,Airplane - Airframe - Fuselage,Handley Page HPR-7 Herald 207,Alia,54,A1,1963,En route (ENR),Int'l Non Scheduled Passenger
24-FEB-1967,Airplane - Airframe - Fuselage,Douglas DC-6B,Northeast Airlines,0,A1,1952,En route (ENR),Domestic Scheduled Passenger
05-MAR-1967,Airplane - Airframe - Fuselage,Convair CV-580,Lake Central Airlines,38,A1,1952,En route (ENR),Domestic Scheduled Passenger
30-APR-1968,Airplane - Airframe - Fuselage,Lockheed L-100 Hercules,Pakistan AF,22,A1,1966,En route (ENR),Military
06-FEB-1970,Airplane - Airframe - Fuselage,Douglas C-133B-DL Cargomaster,USAF,5,A1,1960,En route (ENR),Military
02-OCT-1971,Airplane - Airframe - Fuselage,Vickers 951 Vanguard,BEA,63,A1,1959-10-17,En route (ENR),International Scheduled Passenger
18-NOV-1979,Airplane - Airframe - Fuselage,Lockheed L-188CF Electra,Transamerica Airlines,3,A1,1960,En route (ENR),Cargo
22-AUG-1981,Airplane - Airframe - Fuselage,Boeing 737-222,FEAT,110,A1,1969-04-30,En route (ENR),Domestic Scheduled Passenger
30-MAY-1984,Airplane - Airframe - Fuselage,Lockheed L-188AF Electra,Zantop,4,A1,1959,En route (ENR),Cargo
05-AUG-1984,Airplane - Airframe - Fuselage,Antonov An-12B,Soviet Navy,24,A1,1963,En route (ENR),Cargo
23-JUN-1985,Airplane - Airframe - Fuselage,Boeing 747-237B,Air-India,329,C1,1978-06-19,En route (ENR),International Scheduled Passenger
02-APR-1986,Airplane - Airframe - Fuselage,Boeing 727-231,TWA,4,C2,1974-08-29,En route (ENR),International Scheduled Passenger
18-APR-1986,Airplane - Airframe - Fuselage,Yakovlev Yak-40,Aeroflot / Privolzhsk,0,A1,1975,Unknown (UNK),Unknown
28-NOV-1987,Airplane - Airframe - Fuselage,Boeing 747-244B,South African Airways,159,A1,1980-11-12,En route (ENR),International Scheduled Passenger
28-APR-1988,Airplane - Airframe - Fuselage,Boeing 737-297,Aloha Airlines,1,A1,1969-03-28,En route (ENR),Domestic Scheduled Passenger
21-DEC-1988,Airplane - Airframe - Fuselage,Boeing 747-121A,Pan Am,259+ 11,C1,1970-01-25,En route (ENR),International Scheduled Passenger
24-FEB-1989,Airplane - Airframe - Fuselage,Boeing 747-122,United Airlines,9,A2,1970-10-20,En route (ENR),International Scheduled Passenger
18-SEP-1991,Airplane - Airframe - Fuselage,Convair CV-580,Canair Cargo,2,A1,1953,En route (ENR),Cargo
22-MAR-1992,Airplane - Airframe - Fuselage,Antonov An-30A,Myachkovo Avia,10,A1,1980,En route (ENR),Domestic Scheduled Passenger
17-JUL-1996,Airplane - Airframe - Fuselage,Boeing 747-131,TWA,230,A1,1971-08-18,En route (ENR),International Scheduled Passenger
25-MAY-2002,Airplane - Airframe - Fuselage,Boeing 747-209B,China Airlines,225,A1,1979-07-16,En route (ENR),International Scheduled Passenger
17-JUL-2014,Airplane - Airframe - Fuselage,Boeing 777-2H6ER,Malaysia Airlines,298,C1,1997-07-17,En route (ENR),International Scheduled Passenger
27-JUL-1952,Airplane - Airframe - Passenger door,Boeing 377 Stratocruiser,Pan Am,1,A2,1949-09-28,En route (ENR),International Scheduled Passenger
27-OCT-1979,Airplane - Airframe - Passenger door,Antonov An-2TP,Aeroflot / Yakutsk,3,A1,1968,Takeoff (TOF),Domestic Scheduled Passenger
24-FEB-1997,Airplane - Airframe - Passenger door,Hawker Siddeley HS-748,Bouraq Indonesia,0,A2,1968-01-09,Takeoff (TOF),Domestic Scheduled Passenger
06-MAR-2002,Airplane - Airframe - Passenger door,Dornier 328-110,Scot Airways,0,A2,1995,Takeoff (TOF),Domestic Scheduled Passenger
05-NOV-2005,Airplane - Airframe - Passenger door,Cessna 500 Citation I,HCEA,2,A1,1972,Takeoff (TOF),Unknown
08-AUG-2006,Airplane - Airframe - Passenger door,Fokker 100,TAM Brasil,0,A2,1993,En route (ENR),Domestic Scheduled Passenger
31-AUG-2008,Airplane - Airframe - Passenger door,Swearingen SA227-AC Metro III,McNeely Charter Service,0,A2,1986,En route (ENR),Ferry/positioning
22-JUL-2014,Airplane - Airframe - Passenger door,Embraer EMB-110P1 Bandeirante,Aeromás,0,A2,1982,Takeoff (TOF),Cargo
23-JUL-2015,Airplane - Airframe - Passenger door,IAI 1125 Astra,Mountain Air Services,0,A2,1986,Initial climb (ICL),Executive
22-AUG-1927,Airplane - Airframe - Tail,Fokker F.VIII,KLM,1,A1,1926,En route (ENR),International Scheduled Passenger
22-SEP-1934,Airplane - Airframe - Tail,Handley Page W.10,National Aviation Displays,4,A1,,En route (ENR),Unknown
10-JAN-1938,Airplane - Airframe - Tail,Lockheed 14-H Super Electra,Northwest Airlines,10,A1,1937,En route (ENR),Domestic Scheduled Passenger
31-JAN-1943,Airplane - Airframe - Tail,Douglas C-53 Skytrooper (DC-3),USAAF,3,A1,1942,En route (ENR),Military
14-JAN-1946,Airplane - Airframe - Tail,Lisunov Li-2,Aeroflot / Ukraine,22,A1,1945,En route (ENR),Domestic Scheduled Passenger
06-FEB-1946,Airplane - Airframe - Tail,Junkers Ju-52/3m,Aeroflot / Turkmenistan,6,A1,1939,Approach (APR),Unknown
16-MAY-1948,Airplane - Airframe - Tail,Curtiss C-46E,Slick Airways,2,A1,1945,Approach (APR),Cargo
06-JAN-1949,Airplane - Airframe - Tail,Douglas C-47A (DC-3),Coastal Cargo,2,A1,1944,En route (ENR),Cargo
21-MAR-1950,Airplane - Airframe - Tail,Bristol 170 Freighter 21,Bristol,4,A1,1946,Maneuvering (MNV),Test
11-AUG-1951,Airplane - Airframe - Tail,Douglas DC-3D,Air France,5,A1,1946,En route (ENR),Training
07-JUL-1953,Airplane - Airframe - Tail,Lockheed R7V-1 Super Constellation,US Navy,6,A1,1953,En route (ENR),Military
18-DEC-1957,Airplane - Airframe - Tail,Ilyushin Il-12,Aeroflot / East Siberia,27,A1,1947,En route (ENR),Domestic Scheduled Passenger
22-MAY-1962,Airplane - Airframe - Tail,Boeing 707-124,Continental Air Lines,45,C1,1959,En route (ENR),Domestic Scheduled Passenger
22-MAY-1962,Airplane - Airframe - Tail,Lockheed EC-121M Super Constellatio,US Navy,26,A1,1954,En route (ENR),Military
08-DEC-1964,Airplane - Airframe - Tail,Douglas C-47 (DC-3),Aerolineas Abaroa,17,C1,1943,En route (ENR),Domestic Scheduled Passenger
08-JUL-1965,Airplane - Airframe - Tail,Douglas DC-6B,Canadian Pacific,52,C1,1953,En route (ENR),Domestic Scheduled Passenger
06-AUG-1966,Airplane - Airframe - Tail,BAC One-Eleven 203AE,Braniff Airways,42,A1,1965,En route (ENR),Domestic Scheduled Passenger
30-JUL-1968,Airplane - Airframe - Tail,Boeing KC-135A Stratotanker,USAF,9,A1,1958-04-25,En route (ENR),Military
21-APR-1970,Airplane - Airframe - Tail,Hawker Siddeley HS-748,Philippine Air Lines,36,C1,1968,En route (ENR),Domestic Scheduled Passenger
17-DEC-1973,Airplane - Airframe - Tail,Curtiss C-46A,T.A. Suravia,3,A1,1944,Unknown (UNK),Cargo
08-JUN-1974,Airplane - Airframe - Tail,Vickers 785D Viscount,Aerolíneas TAO,44,A1,1958-05-09,En route (ENR),Domestic Scheduled Passenger
06-AUG-1976,Airplane - Airframe - Tail,GAF Nomad N.24,GAF,2,A1,1975,Initial climb (ICL),Test
07-JUL-1977,Airplane - Airframe - Tail,Let L-410UVP,Let,4,A1,,Unknown (UNK),Test
26-AUG-1980,Airplane - Airframe - Tail,Vickers 812 Viscount,"FEAT, op.for Bouraq Indonesia",37,A1,1958,Approach (APR),Domestic Scheduled Passenger
11-MAR-1982,Airplane - Airframe - Tail,DHC-6 Twin Otter 300,Widerøes Flyveselskap,15,A1,1977,En route (ENR),Domestic Scheduled Passenger
08-SEP-1989,Airplane - Airframe - Tail,Convair CV-580,Partnair,55,A1,1953,En route (ENR),Int'l Non Scheduled Passenger
18-MAR-1997,Airplane - Airframe - Tail,Antonov An-24RV,Stavropolskaya Aktsionernaya Avia,50,A1,1973,En route (ENR),Int'l Non Scheduled Passenger
29-NOV-2006,Airplane - Airframe - Tail,Grob G.180A SPn,Grob,1,A1,2006-09-29,Maneuvering (MNV),Demonstration
14-MAY-1923,Airplane - Airframe - Wing,Farman F.60 Goliath,Air Union,6,A1,1922,En route (ENR),International Scheduled Passenger
27-JUL-1934,Airplane - Airframe - Wing,Curtiss AT-32C Condor II,Swissair,12,A1,1934,En route (ENR),Passenger
18-MAR-1939,Airplane - Airframe - Wing,Boeing S.307 Stratoliner,Boeing,10,A1,1938-12-31,Maneuvering (MNV),Test
05-MAR-1942,Airplane - Airframe - Wing,Douglas C-39 (DC-2),USAAF,7,A1,1939,En route (ENR),Military
15-DEC-1942,Airplane - Airframe - Wing,Douglas DC-3A-191,Western Air Lines,17,A1,1936,En route (ENR),Domestic Scheduled Passenger
02-AUG-1943,Airplane - Airframe - Wing,Douglas C-47A (DC-3),USAAF,5,A1,1943,En route (ENR),Military
28-NOV-1944,Airplane - Airframe - Wing,Ford 5-AT-D Tri-Motor,TACA de Honduras,16,A1,,En route (ENR),Domestic Scheduled Passenger
22-MAR-1945,Airplane - Airframe - Wing,Curtiss C-46D,USAAF,2,A1,1944,En route (ENR),Military
25-JUL-1945,Airplane - Airframe - Wing,Douglas TC-47B (DC-3),USAAF,13,A1,1945,En route (ENR),Military
19-NOV-1945,Airplane - Airframe - Wing,Curtiss R5C-1 (C-46),USMC,0,A1,1944,Unknown (UNK),Military
18-JAN-1946,Airplane - Airframe - Wing,Douglas DC-3-201E,Eastern Air Lines,17,A1,1940,En route (ENR),Domestic Scheduled Passenger
10-JUL-1946,Airplane - Airframe - Wing,Curtiss R5C-1 (C-46),USMC,0,A1,1944,En route (ENR),Military
25-JUL-1946,Airplane - Airframe - Wing,Douglas Dakota IV (DC-3),RAF,22,A1,1945,En route (ENR),Military
27-JUL-1946,Airplane - Airframe - Wing,SNCASO S.O.93 Corse,SNCASO,2,A1,1945-08-17,Maneuvering (MNV),Demonstration
28-JAN-1948,Airplane - Airframe - Wing,Douglas C-47B (DC-3),Airline Transport Carriers,32,A1,1945,En route (ENR),Domestic Non Scheduled Passenger
29-AUG-1948,Airplane - Airframe - Wing,Martin 2-0-2,Northwest Airlines,37,A1,1947,En route (ENR),Domestic Scheduled Passenger
30-SEP-1948,Airplane - Airframe - Wing,Lisunov Li-2,Aeroflot / Kazakstan,15,A1,1946,En route (ENR),Domestic Scheduled Passenger
27-MAY-1949,Airplane - Airframe - Wing,Curtiss C-46F,Trans-Air Hawaii,2,A1,1945,Approach (APR),Unknown
18-DEC-1949,Airplane - Airframe - Wing,Douglas C-47A (DC-3),Sabena,8,A1,1943,En route (ENR),International Scheduled Passenger
30-MAY-1950,Airplane - Airframe - Wing,Douglas C-47 (DC-3),Aerovias Brasil,13,A1,1943,En route (ENR),Domestic Scheduled Passenger
17-JUL-1950,Airplane - Airframe - Wing,Douglas C-47A (DC-3),Indian National Airways,22,A1,1944,En route (ENR),Domestic Scheduled Passenger
29-JUL-1950,Airplane - Airframe - Wing,Bristol 170 Freighter 21,CAT,26,A1,1946,En route (ENR),International Scheduled Passenger
27-NOV-1950,Airplane - Airframe - Wing,Lockheed P2V-2 Neptune,US Navy,5,A1,,En route (ENR),Military
17-SEP-1951,Airplane - Airframe - Wing,Vickers Valetta C.1,RAF,4,A1,1949-05-03,Unknown (UNK),Military
26-JAN-1953,Airplane - Airframe - Wing,Douglas C-47 (DC-3),LAI,19,A1,1942,En route (ENR),Domestic Scheduled Passenger
29-MAR-1953,Airplane - Airframe - Wing,Vickers 616 Viking 1B,Central African Airways,13,A1,1947,En route (ENR),International Scheduled Passenger
14-APR-1953,Airplane - Airframe - Wing,Douglas C-47A (DC-3),Airways (India),3,A1,1943,En route (ENR),Cargo
16-APR-1953,Airplane - Airframe - Wing,Douglas C-47A (DC-3),Aigle Azur,30,A1,1944,En route (ENR),Domestic Non Scheduled Passenger
22-MAY-1953,Airplane - Airframe - Wing,Curtiss C-46F,"USAF, op.for Resort Airlines",2,A1,1945,En route (ENR),Ferry/positioning
28-SEP-1953,Airplane - Airframe - Wing,Curtiss C-46F,"USAF, op.for Resort Airlines",25,A1,1945,Approach (APR),Domestic Non Scheduled Passenger
25-NOV-1953,Airplane - Airframe - Wing,Bristol 170 Freighter 21E,RAAF,3,A1,,Unknown (UNK),Military
30-SEP-1954,Airplane - Airframe - Wing,Handley Page Marathon T.2,RAF,5,A1,1950,Unknown (UNK),Military
05-FEB-1955,Airplane - Airframe - Wing,Bristol 170 Freighter 21E,West African Airways,13,A1,,En route (ENR),Domestic Scheduled Passenger
04-AUG-1955,Airplane - Airframe - Wing,Convair CV-240-0,American Airlines,30,A1,1948,Approach (APR),Domestic Scheduled Passenger
10-SEP-1955,Airplane - Airframe - Wing,Latécoère 631,France-Hydro,16,A1,1948-11-28,En route (ENR),Ferry/positioning
29-DEC-1955,Airplane - Airframe - Wing,Lockheed 18 Lodestar,Gulf Oil Corporation,2,A1,1943,En route (ENR),Executive
10-APR-1956,Airplane - Airframe - Wing,U-1A Otter (DHC-3),RCAF,3,A1,1953,En route (ENR),Military
20-JUN-1956,Airplane - Airframe - Wing,Lockheed L-1049E-55 Super Constella,LAV,74,A1,1954,En route (ENR),International Scheduled Passenger
07-APR-1957,Airplane - Airframe - Wing,Curtiss C-46A,Varig,40,A1,1944,Approach (APR),Domestic Scheduled Passenger
17-APR-1957,Airplane - Airframe - Wing,Vickers Valetta C.1,RAF,26,A1,1949-06-30,En route (ENR),Military
24-AUG-1957,Airplane - Airframe - Wing,Lockheed 18 Learstar I,private,3,A1,1943,En route (ENR),Cargo
30-AUG-1957,Airplane - Airframe - Wing,Scottish Aviation Twin Pioneer 1,Kroonduif,2,A1,1957-06-05,Maneuvering (MNV),Training
21-NOV-1957,Airplane - Airframe - Wing,Bristol 170 Freighter 31,Straits Air Freight Express,4,A1,,En route (ENR),Cargo
07-DEC-1957,Airplane - Airframe - Wing,Scottish Aviation Twin Pioneer 1,Scottish Airlines,6,A1,1956-08-26,Unknown (UNK),Demonstration
08-DEC-1957,Airplane - Airframe - Wing,Douglas DC-4,Aerolineas Argentinas,61,A1,1944,En route (ENR),Domestic Scheduled Passenger
02-DEC-1958,Airplane - Airframe - Wing,Vickers 732 Viscount,Hunting-Clan,6,A1,1955,En route (ENR),Test
12-MAY-1959,Airplane - Airframe - Wing,Vickers 745D Viscount,Capital Airlines,31,A1,1957,En route (ENR),Domestic Scheduled Passenger
29-SEP-1959,Airplane - Airframe - Wing,Lockheed L-188A Electra,Braniff Airways,34,A1,1959,En route (ENR),Domestic Scheduled Passenger
04-NOV-1959,Airplane - Airframe - Wing,Douglas C-54A (DC-4),Wheeler Airlines,5,A1,1944,En route (ENR),Cargo
17-MAR-1960,Airplane - Airframe - Wing,Lockheed L-188C Electra,Northwest Orient Airlines,63,A1,1959,En route (ENR),Domestic Scheduled Passenger
27-JUN-1960,Airplane - Airframe - Wing,Boeing KC-97G Stratofreighter,USAF,5,A1,,En route (ENR),Military
15-OCT-1960,Airplane - Airframe - Wing,Curtiss C-46F,Capitol Airways,2,A1,1945,Approach (APR),Cargo
19-JUL-1961,Airplane - Airframe - Wing,Douglas DC-6,Aerolineas Argentinas,67,A1,1948,En route (ENR),Domestic Scheduled Passenger
30-NOV-1961,Airplane - Airframe - Wing,Vickers 720 Viscount,Ansett-ANA,15,A1,1954,En route (ENR),Domestic Scheduled Passenger
23-NOV-1962,Airplane - Airframe - Wing,Vickers 745D Viscount,United Airlines,17,A1,1956,En route (ENR),Domestic Scheduled Passenger
15-JUL-1964,Airplane - Airframe - Wing,Boeing 720-030B,Lufthansa,3,A1,1962-01-04,Maneuvering (MNV),Training
24-MAR-1965,Airplane - Airframe - Wing,Douglas C-124C Globemaster II,USAF,6,A1,,En route (ENR),Military
12-AUG-1965,Airplane - Airframe - Wing,Curtiss C-46A,Paraense Transportes Aéreos,13,A1,1944,En route (ENR),Domestic Scheduled Passenger
04-OCT-1965,Airplane - Airframe - Wing,Curtiss C-46A,SEA Colombia,4,A1,1944,En route (ENR),Cargo
05-JUN-1966,Airplane - Airframe - Wing,de Havilland DH-125-1,Air Affaires,2,A1,1964,Maneuvering (MNV),Demonstration
22-SEP-1966,Airplane - Airframe - Wing,Vickers 832 Viscount,Ansett-ANA,24,A1,1959,En route (ENR),Domestic Scheduled Passenger
09-JUN-1967,Airplane - Airframe - Wing,Lockheed C-130B Hercules,USAF,10,A1,1959,En route (ENR),Military
23-JUN-1967,Airplane - Airframe - Wing,BAC One-Eleven 204AF,Mohawk Airlines,34,A1,1966,En route (ENR),Domestic Scheduled Passenger
05-NOV-1967,Airplane - Airframe - Wing,Avro Shackleton MR.2,RAF,8,A1,1953,En route (ENR),Military
15-JAN-1968,Airplane - Airframe - Wing,Douglas DC-3,UAA,4,A1,,En route (ENR),Cargo
08-MAR-1968,Airplane - Airframe - Wing,Fairchild F-27,Air Manila Int.,14,A1,1958,En route (ENR),Domestic Scheduled Passenger
08-APR-1968,Airplane - Airframe - Wing,Douglas C-49K (DC-3),LADECO,36,A1,1942,Approach (APR),Domestic Scheduled Passenger
03-MAY-1968,Airplane - Airframe - Wing,Lockheed L-188A Electra,Braniff Airways,85,A1,1959,En route (ENR),Domestic Scheduled Passenger
09-AUG-1968,Airplane - Airframe - Wing,Vickers 739A Viscount,British Eagle,48,A1,1958-07-15,En route (ENR),International Scheduled Passenger
02-DEC-1968,Airplane - Airframe - Wing,Fairchild F-27B,Wien Consolidated,39,A1,1959,Approach (APR),Domestic Scheduled Passenger
31-DEC-1968,Airplane - Airframe - Wing,Vickers 720 Viscount,MacRobertson Miller Airlines,26,A1,1954,En route (ENR),Domestic Scheduled Passenger
05-DEC-1969,Airplane - Airframe - Wing,Lockheed 18 Lodestar,private,11,A1,1942,En route (ENR),Private
31-MAR-1971,Airplane - Airframe - Wing,Antonov An-10,Aeroflot / Privolzhsk,65,A1,1958,Approach (APR),Domestic Scheduled Passenger
06-MAY-1971,Airplane - Airframe - Wing,Carstedt Jet Liner 600A,Apache Airlines,12,A1,,En route (ENR),Domestic Scheduled Passenger
24-DEC-1971,Airplane - Airframe - Wing,Lockheed L-188A Electra,LANSA,91,A1,1959,En route (ENR),Domestic Scheduled Passenger
12-MAY-1972,Airplane - Airframe - Wing,Lockheed 18 Learstar,Carolina Aircraft,8,A1,1943,En route (ENR),Executive
18-MAY-1972,Airplane - Airframe - Wing,Antonov An-10A,Aeroflot / Ukraine,122,A1,1961,Approach (APR),Domestic Scheduled Passenger
14-AUG-1972,Airplane - Airframe - Wing,Ilyushin Il-62,Interflug,156,A1,1970,En route (ENR),Int'l Non Scheduled Passenger
10-SEP-1972,Airplane - Airframe - Wing,Douglas C-47 (DC-3),Ethiopian Airlines,11,A1,1942,En route (ENR),Domestic Scheduled Passenger
23-FEB-1973,Airplane - Airframe - Wing,Douglas DC-3F,Southern Air Super,1,A1,1945,Maneuvering (MNV),Agricultural
